ID,Name,Category,Count,Colors (HEX),Moods,Aesthetics
urban-oasis,Urban Oasis,Procedural Sci-Fi,14,"#432908ff, #5e230bff, #78120fff, #92122fff, #ac155eff, #c61999ff, #e01ce0ff, #b834e5ff, #994fe8ff, #8669ecff, #8386efff, #9db6f2ff, #b7d9f5ff, #d1f1f9ff",procedural,sci-fi
urban-oasis-2,Urban Oasis 2,Procedural Cinematic,14,"#172934ff, #213e48ff, #2a555cff, #336e71ff, #3c857fff, #46998aff, #4fad91ff, #62b794ff, #76c09aff, #8bcaa2ff, #9fd3acff, #b3dcb9ff, #c7e5c8ff, #ddefdbff",procedural,cinematic
urban-storm,Urban Storm,Procedural Organic,14,"#2f1d24ff, #412838ff, #533351ff, #5e3e65ff, #624a78ff, #62558aff, #60619cff, #7281a8ff, #849eb3ff, #96b7beff, #a8c9c6ff, #bbd5cbff, #cde0d4ff, #dfebe0ff",procedural,organic
urban-zenith-3,Urban Zenith 3,Procedural Organic,14,"#e4ecdeff, #d2e1ccff, #bfd6b9ff, #aacba6ff, #94c095ff, #81b689ff, #6fab7fff, #5d9f76ff, #528d6fff, #477a66ff, #3c685cff, #31554fff, #264241ff, #1c2e30ff",procedural,organic
velvet-vibe,Velvet Vibe,Procedural Cosmic,14,"#273714ff, #394c1cff, #4d6225ff, #62772dff, #798d35ff, #92a23dff, #adb745ff, #bdc059ff, #c8c56fff, #d0c984ff, #d8ce99ff, #e0d5afff, #e9dec4ff, #f1e8d9ff",procedural,cosmic
vibrant-current-3,Vibrant Current 3,Procedural Cinematic,14,"#37014bff, #4c0168ff, #620185ff, #7802a2ff, #8e02bfff, #a503dcff, #bb03f9ff, #c51efbff, #cd3bfcff, #d558fcff, #dc75fcff, #e492fdff, #ebaffdff, #f3ccfeff",procedural,cinematic
vibrant-shift,Vibrant Shift,Procedural Vintage,14,"#0f353cff, #163853ff, #1c326bff, #222282ff, #472899ff, #762eb1ff, #af34c8ff, #cf4ac1ff, #d562a9ff, #db799aff, #e29095ff, #e8b5a8ff, #eed6bfff, #f4edd6ff",procedural,vintage
vibrant-storm,Vibrant Storm,Procedural Atmospheric,14,"#1c2830ff, #263543ff, #314055ff, #3c4b68ff, #47547aff, #525c8dff, #5c63a0ff, #6e70abff, #8481b6ff, #9a94c1ff, #afa6cbff, #c2b9d6ff, #d4cce1ff, #e5deecff",procedural,atmospheric
vintage-core-2,Vintage Core 2,Procedural Abstract,14,"#024904ff, #0f6504ff, #258205ff, #429e06ff, #66ba07ff, #92d708ff, #c5f309ff, #eaf624ff, #f7e840ff, #f8d65cff, #f9cb79ff, #fac895ff, #fbcdb1ff, #fdd8cdff",procedural,abstract
vintage-rhythm,Vintage Rhythm,Procedural Industrial,14,"#432608ff, #5d390cff, #774e0fff, #916513ff, #ab7e16ff, #c59a19ff, #dfb81dff, #e4c935ff, #e7d84fff, #ebe469ff, #eeee83ff, #eef29dff, #eff5b7ff, #f3f9d1ff",procedural,industrial
vintage-storm,Vintage Storm,Procedural Industrial,14,"#e9d6f4ff, #e8bfeeff, #e7a8e1ff, #e190c5ff, #db79a2ff, #d56276ff, #cf534bff, #c86035ff, #b0742eff, #997f28ff, #818222ff, #576a1cff, #355316ff, #1c3c10ff",procedural,industrial
abstract-breeze,Abstract Breeze,Procedural Urban,15,"#0d0f3eff, #1d1255ff, #35176bff, #551c82ff, #7b2198ff, #a926afff, #c52aadff, #d3389cff, #d84e8bff, #dd6482ff, #e27b7fff, #e79f91ff, #ecc0a8ff, #f1dabeff, #f5edd5ff",procedural,urban
abstract-current-2,Abstract Current 2,Procedural Abstract,15,"#0a4120ff, #0e5941ff, #12716fff, #156988ff, #1953a0ff, #1d32b7ff, #3d21cfff, #7e2eddff, #ba45e1ff, #e55ddfff, #e874c1ff, #ec8cafff, #f0a3a9ff, #f4c8bbff, #f7e6d3ff",procedural,abstract
abstract-dusk,Abstract Dusk,Procedural Cinematic,15,"#21321aff, #254323ff, #2d5535ff, #36674dff, #407969ff, #498b89ff, #538c9dff, #6086abff, #7283b4ff, #8484beff, #a296c7ff, #bca8d0ff, #d2b9daff, #e3cbe3ff, #eddde8ff",procedural,cinematic
abstract-glaze-2,Abstract Glaze 2,Procedural Cinematic,15,"#1d2a2fff, #273f40ff, #32504bff, #3c6152ff, #477257ff, #51835aff, #5e945cff, #77a269ff, #91ac7aff, #a8b78bff, #bdc19cff, #ccc8acff, #d6cebdff, #e0d7ceff, #ebe2dfff",procedural,cinematic
abstract-spark,Abstract Spark,Procedural Atmospheric,15,"#4b0105ff, #650120ff, #800247ff, #9b027bff, #b003b6ff, #9703d1ff, #7204ecff, #4711faff, #2b2efbff, #4674fbff, #61aefcff, #7cdbfcff, #97fbfdff, #b2fdecff, #ccfee6ff",procedural,atmospheric
andean-mist,Andean Mist,Global Landscapes,15,"#f9fafbff, #f3f4f6ff, #e5e7ebff, #d1d5dbff, #9ca3afff, #6b7280ff, #4b5563ff, #374151ff, #1f2937ff, #111827ff, #1e3a8aff, #1e40afff, #2563ebff, #3b82f6ff, #60a5faff","nature, landscape",Global Landscapes
aurora-borealis,Aurora Borealis,Seasonal & Atmospheric,15,"#020617ff, #1e1b4bff, #312e81ff, #4338caff, #6366f1ff, #818cf8ff, #a5b4fcff, #c7d2feff, #064e3bff, #059669ff, #10b981ff, #34d399ff, #6ee7b7ff, #a7f3d0ff, #ecfdf5ff","magical, vibrant, ethereal","Aurora, Nature"
berlin-brick,Berlin Brick,Urban,15,"#451a03ff, #78350fff, #92400eff, #b45309ff, #d97706ff, #f59e0bff, #fbbf24ff, #fcd34dff, #111827ff, #1f2937ff, #374151ff, #4b5563ff, #6b7280ff, #9ca3afff, #d1d5dbff","rugged, historical",European Industrial
botanical-garden,Botanical Garden,Floral Fantasy,15,"#3d0f38ff, #531441ff, #681a44ff, #7e1f41ff, #942539ff, #aa2a2aff, #c04a30ff, #ce713dff, #d49853ff, #d9b968ff, #ded57eff, #dee494ff, #d9e9aaff, #daefc0ff, #e1f4d6ff",expressive,floral
core-ignition,Core Ignition,Earth's Core,15,"#481803ff, #623205ff, #7c5406ff, #967f07ff, #adb009ff, #a4ca0aff, #92e40cff, #78f218ff, #65f432ff, #5af54cff, #66f675ff, #80f8a2ff, #9af9c6ff, #b4fbe1ff, #cefcf4ff",expressive,earth's
cosmic-mist-4,Cosmic Mist 4,Procedural Industrial,15,"#274606ff, #375f08ff, #46780aff, #56910cff, #66aa0fff, #77c311ff, #88dc13ff, #98eb20ff, #a5ed39ff, #b2ef52ff, #bff16bff, #cbf484ff, #d6f69eff, #e1f8b7ff, #ecfad0ff",procedural,industrial
cosmic-storm-2,Cosmic Storm 2,Procedural Organic,15,"#371537ff, #4a1c40ff, #5e2443ff, #722c41ff, #863339ff, #994a3bff, #ad6d42ff, #bb9350ff, #c3b663ff, #c2ca77ff, #bbd28bff, #b9d99fff, #bce1b2ff, #c6e9c7ff, #daf0dfff",procedural,organic
cosmic-symphony-2,Cosmic Symphony 2,Procedural Vintage,15,"#0b401dff, #0f5828ff, #136f33ff, #17863eff, #1c9d4aff, #20b455ff, #24cc61ff, #31da70ff, #48de81ff, #5fe291ff, #76e6a2ff, #8eeab2ff, #a5efc2ff, #bcf3d2ff, #d3f7e2ff",procedural,vintage
cosmic-tide,Cosmic Tide,Procedural Industrial,15,"#054641ff, #075f45ff, #097940ff, #0b9230ff, #0eab16ff, #2dc510ff, #5fde12ff, #99ec1fff, #ccee38ff, #f0ec51ff, #f2d16aff, #f4c084ff, #f7ba9dff, #f9bdb6ff, #fbcfd4ff",procedural,industrial
crimson-glaze,Crimson Glaze,Procedural Vintage,15,"#fad0e3ff, #f8b7d6ff, #f59ecaff, #f385bfff, #f16cb5ff, #ee53acff, #ec3aa4ff, #ea219eff, #db1495ff, #c21288ff, #a9107aff, #900d6bff, #770b5bff, #5e084aff, #450638ff",procedural,vintage
crimson-glaze-2,Crimson Glaze 2,Procedural Minimalist,15,"#491802ff, #642003ff, #7e2704ff, #982e05ff, #b33506ff, #cd3b07ff, #e74108ff, #f64c15ff, #f75f2fff, #f87249ff, #f98564ff, #fa997eff, #fbad99ff, #fcc1b3ff, #fdd6cdff",procedural,minimalist
crimson-tide,Crimson Tide,Procedural Organic,15,"#cee8fcff, #b4e7faff, #9aecf9ff, #81f7f7ff, #67f6e0ff, #4df5c2ff, #33f39eff, #19f272ff, #0ce345ff, #0bc921ff, #0eaf09ff, #209608ff, #2c7c06ff, #306205ff, #2d4804ff",procedural,organic
cyber-echo,Cyber Echo,Procedural Minimalist,15,"#eadfebff, #dfcee0ff, #d5bed6ff, #cbadcbff, #c09cbfff, #b68bb2ff, #ab7ba5ff, #a16a97ff, #935d87ff, #825276ff, #714765ff, #613d55ff, #503245ff, #3f2836ff, #2e1d27ff",procedural,minimalist
cyber-logic,Cyber Logic,Procedural Natural,15,"#200942ff, #1f0d5aff, #171072ff, #14208aff, #173da1ff, #1b61b9ff, #1e8cd1ff, #2bb8dfff, #43dbe3ff, #5be6d6ff, #73eac7ff, #8bedc0ff, #a2f1c0ff, #baf4c6ff, #d2f8d3ff",procedural,natural
cyber-rhythm-2,Cyber Rhythm 2,Procedural Natural,15,"#3e0a42ff, #530e59ff, #681171ff, #7d1589ff, #9219a0ff, #a61cb8ff, #ba20d0ff, #c72ddeff, #cc45e2ff, #d15ce5ff, #d774e9ff, #dd8bedff, #e3a3f0ff, #eabbf4ff, #f1d2f8ff",procedural,natural
cyber-spectrum,Cyber Spectrum,Procedural Organic,15,"#300844ff, #360b5cff, #360e74ff, #30118dff, #2514a5ff, #171abeff, #1937d6ff, #265ee4ff, #3f87e7ff, #57aaeaff, #70c8edff, #88dff0ff, #a0f1f3ff, #b9f6efff, #d1f9efff",procedural,organic
dark-abyss,Dark Abyss,Procedural Atmospheric,15,"#450733ff, #5d0a57ff, #680c76ff, #640f8fff, #5612a7ff, #3f14c0ff, #1f17d9ff, #2444e7ff, #3c7ceaff, #55acecff, #6ed3efff, #86f1f2ff, #9ff4e4ff, #b8f7ddff, #d0fae0ff",procedural,atmospheric
dark-aura-3,Dark Aura 3,Procedural Tech,15,"#e1eae0ff, #d1e0cfff, #c2d5bfff, #b2caaeff, #a2bf9dff, #92b58dff, #82aa7cff, #729f6cff, #64915eff, #598154ff, #4d7049ff, #425f3eff, #364f33ff, #2b3e28ff, #1f2e1eff",procedural,tech
dark-flame,Dark Flame,Procedural Abstract,15,"#413f0bff, #584c0fff, #705313ff, #875617ff, #9e531bff, #b64a1fff, #cd3d23ff, #db3330ff, #df4759ff, #e35e80ff, #e776a1ff, #eb8dbeff, #efa4d5ff, #f3bce8ff, #f7d3f4ff",procedural,abstract
dark-matrix-2,Dark Matrix 2,Procedural Industrial,15,"#e1edddff, #d3e4caff, #c7dbb8ff, #bdd2a6ff, #b5c994ff, #aec082ff, #a8b770ff, #a5ad5dff, #9e9f50ff, #8d8847ff, #7b713eff, #695c35ff, #57482bff, #453622ff, #322519ff",procedural,industrial
dark-oasis-2,Dark Oasis 2,Procedural Sci-Fi,15,"#2a3615ff, #354a1dff, #3e5e24ff, #44712cff, #488534ff, #4a993cff, #4aac43ff, #51ba54ff, #64c270ff, #78ca8aff, #8bd1a2ff, #9fd9b7ff, #b3e1caff, #c6e8dbff, #daf0eaff",procedural,sci-fi
dark-pulse,Dark Pulse,Procedural Minimalist,15,"#1c1d2fff, #272740ff, #323151ff, #3f3b62ff, #4c4573ff, #5a5084ff, #685a95ff, #7967a3ff, #8a78aeff, #9b89b8ff, #ac9bc2ff, #bbacccff, #cabdd7ff, #d9cee1ff, #e7dfebff",procedural,minimalist
dark-shift-2,Dark Shift 2,Procedural Urban,15,"#fbcff4ff, #f1b5faff, #d39cf8ff, #a882f6ff, #7068f4ff, #4f73f3ff, #3592f1ff, #1cbeefff, #0fe1d7ff, #0dc78cff, #0bae4dff, #09941cff, #187a08ff, #2c6106ff, #334704ff",procedural,urban
dashboard-dynamo,Dashboard Dynamo,Modern Data Dashboards,15,"#1e1b4bff, #312e81ff, #4338caff, #6366f1ff, #9333eaff, #a855f7ff, #c084fcff, #065f46ff, #059669ff, #10b981ff, #34d399ff, #b91c1cff, #dc2626ff, #ef4444ff, #f87171ff","professional, clean",Data Visualization
decathlon,Decathlon,Athletic Edge,15,"#461905ff, #603207ff, #795309ff, #927d0bff, #a8ab0dff, #a0c50fff, #90de12ff, #79ec1eff, #67ee38ff, #5ef051ff, #6af278ff, #84f5a3ff, #9df7c6ff, #b6f9e1ff, #cffbf3ff",expressive,athletic
desert-canvas-3,Desert Canvas 3,Procedural Tech,15,"#004b3fff, #00674eff, #008258ff, #019d5dff, #01b85fff, #01d35cff, #01ee55ff, #0efd4fff, #29fd51ff, #44fd58ff, #5ffd64ff, #81fe7bff, #a4fe96ff, #c1feb1ff, #dbfeccff",procedural,tech
desert-dust,Desert Dust,Procedural Sci-Fi,15,"#d5fbcfff, #b6f9beff, #9cf7c0ff, #83f5cfff, #69f4ebff, #50d0f2ff, #3697f0ff, #1d51eeff, #1410dfff, #440ec6ff, #660cadff, #7c0a93ff, #7a086eff, #60073fff, #47051cff",procedural,sci-fi
desert-echo-2,Desert Echo 2,Procedural Minimalist,15,"#3e2b0dff, #553412ff, #6b3a17ff, #823d1bff, #983c20ff, #af3825ff, #c5312aff, #d4373eff, #d94e60ff, #dd647fff, #e27b9bff, #e791b4ff, #eca8caff, #f1bedcff, #f5d5ebff",procedural,minimalist
desert-oasis,Desert Oasis,Procedural Urban,15,"#d4f6e4ff, #bdf1c7ff, #adeda7ff, #b0e890ff, #bde379ff, #d4df63ff, #dabf4cff, #d68b35ff, #c75128ff, #b12426ff, #9a1f43ff, #831a56ff, #6c165fff, #4d1156ff, #2b0c3fff",procedural,urban
digital-flame-2,Digital Flame 2,Procedural Urban,15,"#0b2b41ff, #0f4e58ff, #136f63ff, #17865aff, #1b9e47ff, #1fb52aff, #45cc23ff, #7fda30ff, #b6de48ff, #e2e35fff, #e7c976ff, #ebb98dff, #efb3a5ff, #f3bcc0ff, #f7d3dfff",procedural,urban
digital-glaze,Digital Glaze,Procedural Atmospheric,15,"#fbcdfdff, #fcb2efff, #fc98d4ff, #fb7dacff, #fa6379ff, #f95648ff, #f96c2eff, #f88d13ff, #e9b306ff, #cfcc05ff, #8fb405ff, #589a04ff, #2d7f03ff, #0d6402ff, #024a0aff",procedural,atmospheric
earthy-breeze-2,Earthy Breeze 2,Procedural Abstract,15,"#273318ff, #384521ff, #4b582aff, #5f6a33ff, #747d3cff, #8b8f45ff, #a1a04eff, #afa75bff, #b8ab6eff, #c1b180ff, #cab893ff, #d3c0a5ff, #dccab7ff, #e5d6caff, #eee3dcff",procedural,abstract
earthy-core,Earthy Core,Procedural Organic,15,"#481804ff, #621b05ff, #7c1c06ff, #961a08ff, #af1409ff, #c90d0bff, #e30c17ff, #f21930ff, #f33353ff, #f54d72ff, #f6678fff, #f781a9ff, #f99ac0ff, #fab4d4ff, #fccee5ff",procedural,organic
earthy-mist,Earthy Mist,Procedural Abstract,15,"#3a3b11ff, #465017ff, #4d651dff, #507a24ff, #4e8f2aff, #47a430ff, #3cb936ff, #43c752ff, #58ce78ff, #6ed499ff, #83dab5ff, #98e0cdff, #ade6e0ff, #c2ebedff, #d7edf3ff",procedural,abstract
earthy-realm,Earthy Realm,Procedural Urban,15,"#340c40ff, #351056ff, #2d156dff, #1b1984ff, #1e3b9bff, #2268b2ff, #279fc9ff, #34d6d7ff, #4adcb8ff, #61e0a1ff, #78e493ff, #90e98fff, #b8eda6ff, #d8f2bdff, #eef6d4ff",procedural,urban
earthy-storm-2,Earthy Storm 2,Procedural Sci-Fi,15,"#034834ff, #056262ff, #065a7cff, #084396ff, #091db0ff, #2c0acaff, #710ce4ff, #bf19f2ff, #f432e8ff, #f54cb9ff, #f66699ff, #f88087ff, #f9b19aff, #fbdab4ff, #fcf4ceff",procedural,sci-fi
earthy-vibe,Earthy Vibe,Procedural Abstract,15,"#183419ff, #234621ff, #315929ff, #426b32ff, #567e3bff, #6b9143ff, #83a34cff, #9ab15aff, #aeba6cff, #c0c37fff, #cbc791ff, #d4cba4ff, #ddd1b7ff, #e6dac9ff, #eee4dcff",procedural,abstract
emerald-dusk-3,Emerald Dusk 3,Procedural Minimalist,15,"#1b2630ff, #253b42ff, #2f5351ff, #396456ff, #437656ff, #4d8753ff, #639957ff, #83a664ff, #a1b076ff, #bab987ff, #c4b798ff, #ceb9aaff, #d8bfbbff, #e2cdd0ff, #ecdee4ff",procedural,minimalist
emerald-spark,Emerald Spark,Procedural Atmospheric,15,"#4a1201ff, #652d02ff, #805302ff, #9b8303ff, #acb504ff, #9cd004ff, #80eb05ff, #5ef911ff, #46fa2cff, #47fa55ff, #62fb8dff, #7cfcbbff, #97fcddff, #b2fdf5ff, #cdf8fdff",procedural,atmospheric
emerald-void,Emerald Void,Procedural Urban,15,"#fcd7ceff, #fbd3b4ff, #f9da9aff, #f8ed80ff, #e3f766ff, #b6f54cff, #7ef432ff, #3bf318ff, #0be41cff, #0aca46ff, #09b064ff, #079677ff, #067b7cff, #054b62ff, #032748ff",procedural,urban
epic-fantasy,Epic Fantasy,Cinematic,15,"#431407ff, #78350fff, #92400eff, #b45309ff, #d97706ff, #f59e0bff, #0f172aff, #1e293bff, #334155ff, #475569ff, #1e3a8aff, #1e40afff, #2563ebff, #3b82f6ff, #60a5faff","heroic, vast",Fantasy
equator-sun,Equator Sun,Tropical Pulse,15,"#07440dff, #0a5d21ff, #0d763dff, #0f8e60ff, #12a78cff, #15bfbfff, #18b5d8ff, #24a1e6ff, #3d8ce9ff, #5680ecff, #6e7beeff, #8f87f1ff, #b59ff4ff, #d4b8f7ff, #ead1f9ff",expressive,tropical
ethereal-horizon-2,Ethereal Horizon 2,Procedural Urban,15,"#382b14ff, #4c451bff, #5b6022ff, #5e7429ff, #5a8831ff, #519c38ff, #42b03fff, #4cbf63ff, #60c68bff, #74cdadff, #89d4caff, #9dd6dbff, #b1d3e3ff, #c5d6eaff, #d9dff1ff",procedural,urban
ethereal-shadow,Ethereal Shadow,Procedural Urban,15,"#fbcfd3ff, #f9b6b8ff, #f79f9cff, #f58c83ff, #f37c69ff, #f16f50ff, #ef6437ff, #ed5c1dff, #df5a10ff, #c65a0eff, #ac570dff, #93520bff, #794a09ff, #603f07ff, #473205ff",procedural,urban
ethereal-vibe,Ethereal Vibe,Procedural Minimalist,15,"#eee3dcff, #e6d7c9ff, #ddccb6ff, #d4c3a4ff, #cbbc91ff, #c3b67fff, #bab16cff, #b1ae59ff, #a0a34cff, #889143ff, #717e3bff, #5c6c32ff, #485929ff, #364621ff, #253418ff",procedural,minimalist
event-horizon-expansion,Event Horizon Expansion,Celestial Mysteries,15,"#130744ff, #290a5dff, #470d76ff, #6d0f8eff, #9b12a7ff, #bf15aeff, #d818a2ff, #e6248dff, #e93d7bff, #ec5671ff, #ee6e6eff, #f19a87ff, #f4be9fff, #f7dab8ff, #f9eed1ff",expressive,celestial
factory-floor,Factory Floor,Mechanical Pulse,15,"#2a2222ff, #39302eff, #483f3bff, #574f47ff, #666053ff, #75735fff, #82846cff, #8b9179ff, #949e88ff, #9eaa97ff, #aab6a6ff, #b6c3b5ff, #c4cfc6ff, #d3dbd6ff, #e2e8e5ff",expressive,mechanical
farmer's-market,Farmer's Market,Culinary,15,"#7f1d1dff, #dc2626ff, #f87171ff, #14532dff, #16a34aff, #4ade80ff, #78350fff, #d97706ff, #fbbf24ff, #1e3a8aff, #2563ebff, #60a5faff, #4c1d95ff, #7c3aedff, #a78bfaff","minimal, warm",Culinary
festival-stage,Festival Stage,Musical Rhythms,15,"#261339ff, #3d194dff, #592062ff, #762773ff, #8b2e76ff, #9f3575ff, #b43c6eff, #c24966ff, #c95d64ff, #d07d72ff, #d69e86ff, #ddbb9bff, #e4d2afff, #ebe5c4ff, #f1f2d8ff",expressive,musical
floral-canvas,Floral Canvas,Procedural Cinematic,15,"#cefdcdff, #b2fdb8ff, #98fca9ff, #7dfba1ff, #62fa9dff, #48fa9fff, #2df9a6ff, #12f8b3ff, #06eabcff, #05cfbcff, #04b3b5ff, #04899aff, #03657fff, #024565ff, #012b4aff",procedural,cinematic
floral-symphony-2,Floral Symphony 2,Procedural Atmospheric,15,"#fae1d0ff, #f8c2b7ff, #f59ea2ff, #f385a2ff, #f06cadff, #ee53c1ff, #ec3adfff, #cb22e9ff, #9115dbff, #5a12c2ff, #2d10a9ff, #0d1290ff, #0b2677ff, #09315eff, #063245ff",procedural,atmospheric
floral-tide,Floral Tide,Procedural Organic,15,"#033149ff, #043a63ff, #053f7dff, #063f98ff, #073ab2ff, #0830ccff, #0922e6ff, #161bf5ff, #3e30f6ff, #664af7ff, #8a65f8ff, #a97ff9ff, #c399faff, #d9b3fbff, #ebcefcff",procedural,organic
floral-void,Floral Void,Procedural Cinematic,15,"#201d2fff, #2a2740ff, #343151ff, #3d3c62ff, #464773ff, #515383ff, #5b6094ff, #6970a2ff, #7982adff, #8a94b7ff, #9ba5c1ff, #acb5ccff, #bdc6d6ff, #ced5e1ff, #dfe4ebff",procedural,cinematic
forest-breeze,Forest Breeze,Procedural Cosmic,15,"#2d4507ff, #2f5e09ff, #29770cff, #1c8f0eff, #11a819ff, #13c13aff, #16da62ff, #22e891ff, #3bebbbff, #54edddff, #6de8f0ff, #86daf2ff, #9fd3f5ff, #b7d3f7ff, #d0dbfaff",procedural,cosmic
forest-edge,Forest Edge,Procedural Minimalist,15,"#034848ff, #05625bff, #067c6bff, #079678ff, #09b081ff, #0aca87ff, #0be48aff, #18f289ff, #32f489ff, #4cf58dff, #66f794ff, #80f89eff, #9af9abff, #b4fbbcff, #cefcd0ff",procedural,minimalist
forest-mist,Forest Mist,Procedural Organic,15,"#fcf4ceff, #f3fbb4ff, #d2fa99ff, #a3f97fff, #65f866ff, #4bf67eff, #31f5a5ff, #17f4dbff, #0abee6ff, #096fcbff, #082eb1ff, #100697ff, #30057dff, #420463ff, #450349ff",procedural,organic
frozen-spectrum-4,Frozen Spectrum 4,Procedural Abstract,15,"#274b00ff, #496601ff, #758101ff, #9c8c01ff, #b78102ff, #d26b02ff, #ed4b02ff, #fc290fff, #fc2a3cff, #fc4579ff, #fd60abff, #fd7bd3ff, #fd96f0ff, #f8b1feff, #f1ccfeff",procedural,abstract
game-boy-greens,Game Boy Greens,Retro Gaming & Pop Culture,15,"#064e3bff, #065f46ff, #059669ff, #10b981ff, #34d399ff, #6ee7b7ff, #a7f3d0ff, #ecfdf5ff, #f0fdf4ff, #042f2eff, #0d9488ff, #2dd4bfff, #5eead4ff, #99f6e4ff, #ccfbf1ff","retro, gaming, pop-culture",Retro Gaming & Pop Culture
golden-core,Golden Core,Procedural Industrial,15,"#f3dbd7ff, #edcac2ff, #e7baacff, #e1ad97ff, #dba082ff, #d5956dff, #ce8c58ff, #c88442ff, #ba7d35ff, #a5752fff, #906b29ff, #7b6023ff, #65531dff, #504417ff, #3b3411ff",procedural,industrial
golden-pulse,Golden Pulse,Procedural Vintage,15,"#cffeccff, #c5feb0ff, #c3fe95ff, #ccfe7aff, #dffe5eff, #fcfe43ff, #feda28ff, #feaa0dff, #f07000ff, #d43d00ff, #b91300ff, #9e000cff, #820021ff, #67002dff, #4c002fff",procedural,vintage
golden-pulse-2,Golden Pulse 2,Procedural Tech,15,"#362816ff, #49331eff, #5d3d26ff, #70442dff, #834b35ff, #974f3dff, #aa5245ff, #b85853ff, #c06667ff, #c87980ff, #d08d97ff, #d8a0adff, #e0b4c1ff, #e8c7d3ff, #f0dae4ff",procedural,tech
golden-storm-2,Golden Storm 2,Procedural Minimalist,15,"#2c3814ff, #3e4c1bff, #526023ff, #68742aff, #7f8831ff, #989c39ff, #b0ad40ff, #beb54dff, #c5b761ff, #ccbb75ff, #d4c189ff, #dbc89dff, #e2d0b1ff, #eadac5ff, #f1e5d9ff",procedural,minimalist
golden-whisper-2,Golden Whisper 2,Procedural Organic,15,"#0a4233ff, #0d5941ff, #11714dff, #158957ff, #19a05eff, #1cb863ff, #20d065ff, #2dde69ff, #45e270ff, #5ce57aff, #74e987ff, #8bed96ff, #a3f0a7ff, #bbf4bbff, #d5f8d2ff",procedural,organic
golden-whisper-3,Golden Whisper 3,Procedural Abstract,15,"#1d282fff, #273a40ff, #324e50ff, #3c615fff, #47726aff, #518373ff, #5c947aff, #69a281ff, #7aac88ff, #8bb791ff, #9cc19cff, #b0ccacff, #c4d6bdff, #d5e0ceff, #e5ebdfff",procedural,abstract
holo-wave-3,Holo Wave 3,Procedural Sci-Fi,15,"#231a32ff, #352344ff, #492c56ff, #613668ff, #7a3f79ff, #8c4880ff, #9e5284ff, #ac5f86ff, #b57188ff, #be838eff, #c89596ff, #d1ada7ff, #dac3b9ff, #e4d6cbff, #ede7ddff",procedural,sci-fi
homer-inferno,Homer Inferno,Literary Journeys,15,"#31281aff, #433c24ff, #55532dff, #606737ff, #667841ff, #6a8a4aff, #6b9c54ff, #6baa61ff, #73b375ff, #85bd91ff, #96c6aaff, #a8d0bfff, #badad2ff, #cce3e2ff, #ddebedff",expressive,literary
ice-cave,Ice Cave,Arctic Echoes,15,"#163535ff, #1f4148ff, #27485bff, #2f4c6eff, #374c82ff, #3f4895ff, #4f48a8ff, #6e55b6ff, #8e68beff, #aa7bc6ff, #c28eceff, #d6a1d7ff, #dfb5d8ff, #e7c8dcff, #efdbe5ff",expressive,arctic
industrial-tide,Industrial Tide,Procedural Minimalist,15,"#d8f2e2ff, #c4ebcfff, #b0e4bbff, #9bdda4ff, #87d68cff, #73cf72ff, #67c85eff, #5dc14aff, #59b33cff, #579f35ff, #538a2eff, #4d7628ff, #446121ff, #3a4d1aff, #2d3913ff",procedural,minimalist
industrial-wave-2,Industrial Wave 2,Procedural Cinematic,15,"#d7cefcff, #c1b4faff, #ab9af9ff, #9580f8ff, #7e67f6ff, #674df5ff, #5033f3ff, #3819f2ff, #290ce3ff, #230bcaff, #1d09b0ff, #180896ff, #13067cff, #0e0562ff, #0a0348ff",procedural,cinematic
infinity-loop,Infinity Loop,Abstract Logic,15,"#360b41ff, #560f58ff, #6f1360ff, #861760ff, #9d1b5aff, #b51f4cff, #cc2438ff, #da3b31ff, #de6c48ff, #e2965fff, #e6ba76ff, #ebd68dff, #efeca5ff, #ebf3bcff, #ebf7d3ff",expressive,abstract
ivory-glow-2,Ivory Glow 2,Procedural Cosmic,15,"#01464aff, #024665ff, #03377fff, #031c9aff, #1604b5ff, #4e05cfff, #9406eaff, #de12f8ff, #f92ddcff, #fa48b2ff, #fa6295ff, #fb7d86ff, #fcaa98ff, #fdd4b2ff, #fdefcdff",procedural,cosmic
laboratory-clean,Laboratory Clean,Scientific Theory,15,"#073244ff, #0a355dff, #0d3076ff, #0f248eff, #1512a7ff, #3715bfff, #6118d8ff, #9124e6ff, #bc3de9ff, #e056ecff, #ee6ee2ff, #f187d3ff, #f49fcdff, #f7b8cfff, #f9d1d8ff",expressive,scientific
lantern-festival,Lantern Festival,Seasonal Festivals,15,"#480303ff, #621605ff, #7c3106ff, #965407ff, #b08109ff, #cab70aff, #d3e40cff, #baf218ff, #9ff432ff, #8cf54cff, #83f666ff, #83f880ff, #9af9a9ff, #b4fbccff, #cefce6ff",expressive,seasonal
light-shadow,Light Shadow,Procedural Minimalist,15,"#103c1dff, #15522aff, #1b6739ff, #217d4aff, #27925bff, #2ca86fff, #32bd83ff, #3fcc98ff, #55d1a9ff, #6ad7b9ff, #80ddc7ff, #95e3d4ff, #abe8e0ff, #c1eeeaff, #d6f4f2ff",procedural,minimalist
